Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Labels),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text-level),Custom field (Time stamp),Custom field (Time stamp),Custom field (Total forms),Custom field ([CHART] Date of First Response),Parent,Parent summary,Status Category
NC25 - Verify Telephone Number  – Character are not allowed,BAN-74,10147,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:38 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,NewCustomer,Character are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Characters are not allowed”",,,,,,,,,BAN-6,,,,"If account have a character, System displays an error",,,,,,0|i000v3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Type characters to Customer Telephone Number

step 04: Wait for result",,Pass,,,,,,,,Done
NC24 - Verify Telephone Number  – Special character are not allowed,BAN-73,10146,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:36 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,NewCustomer,Special character are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-6,,,,"If Customer Telephone Number is invalid, System displays an error.",,,,,,0|i000uv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character to Telephone Number

step 04: Wait for result",,Pass,,,,,,,,Done
ECF59-Verity Customer Id - Special character are not allowed,BAN-72,10145,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:36 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,EditCustomerform,Customer Id - Special character are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:34 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-073455.png;https://tranthaivinh.atlassian.net/secure/attachment/10027/image-20221210-073455.png,,,"Lỗi do hệ thống phát sinh ra: ""Special characters are not allowed"".",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000un:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đặc biệt vào trường Customer ID.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
NC23 - Verify Telephone Number – Mobile no must not be blank,BAN-71,10144,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:33 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,NewCustomer,Mobile no must not be blank,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Telephone no must not be blank”",,,,,,,,,BAN-6,,,,"if Customer Telephone blank, it will display errors",,,,,,0|i000tt:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Blank the Telephone Number

step 04: Wait for result",,Pass,,,,,,,,Done
ECF58-Verity Customer Id - Customer ID is required,BAN-70,10143,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:32 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,EditCustomerform,Customer Id - Customer ID is required,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:31 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-073144.png;https://tranthaivinh.atlassian.net/secure/attachment/10026/image-20221210-073144.png,,,"Lỗi do hệ thống phát sinh ra: ""Customer ID is required""
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000uf:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Bỏ trống vào trường Customer ID.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
WD105-Special character are not allowed,BAN-69,10142,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:31 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will depose ""Special character are not allowed""",,,,,,0|i000tn:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CSF37 - Verify Amount Lower Limit - Amount Lower Limit is required,BAN-68,10141,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:28 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,Amount Lower Limit is required,,,,,,,,,BAN-4,,,,"If the amount is lower than the limit, the system will display an error",,,,,,0|i000tv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,,,,,,,,,Done
WD104-Account No must not be blank,BAN-67,10140,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:27 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will notice ""Account No must not be blank""",,,,,,0|i000u7:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC22 - Verify Pin - First character can not have space,BAN-66,10139,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:26 PM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,First character can not have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character can not have space”",,,,,,,,,BAN-6,,,,"If Customer Pin is invalid, system displays an error.",,,,,,0|i000tz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Space the first character in Pin

step 04: Wait for result",,Fail,,,,,,,,To Do
CSF36 - Verify Amount Lower Limit - Special character are not allowed,BAN-65,10138,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:24 PM,10/Dec/22 3:55 PM,03/Jan/23 5:04 PM,,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:24 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10025/2.png,,,"Special characters are not allowed
	 
",,,,,,,,,BAN-4,,,,"If you enter a special character, the system will display an error",,,,,,0|i000tr:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,To Do
EA57- Characters are not allowed,BAN-64,10137,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:24 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,EditAccount,Characters are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:23 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-072346.png;https://tranthaivinh.atlassian.net/secure/attachment/10024/image-20221210-072346.png,,,"Lỗi do hệ thống phát sinh ra: ""Account Number must not be blank""
",,,,,,,,,BAN-9,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000tj:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự  vào trường Account No*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
CSF35 - Verify Account No - Special characters are not allowed,BAN-63,10136,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:23 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:22 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10023/2.png,,,"Special characters are not allowed
	 
",,,,,,,,,BAN-4,,,,nếu điền kí tự đặc biệt hệ thống sẽ hiện thị lỗi,,,,,,0|i000sd:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
CP103-Passwords do not Match,BAN-62,10135,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:22 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,ChangePasswords,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-5,,,,"it will notice ""Passwords do not Match""",,,,,,0|i000tb:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CP102-Confirm Password must not be blank,BAN-61,10134,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:21 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,ChangePasswords,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-5,,,,"it will notice ""Confirm Password must not be blank""",,,,,,0|i000t3:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CP101-Choose a difficult Password,BAN-60,10133,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:19 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-5,,,,"it will notice ""Choose a difficult Password""",,,,,,0|i000sb:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CSF34 - Verify Account No - Characters are not allowed,BAN-59,10132,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:19 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:18 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10022/2.png,,,"Special characters are not allowed

",,,,,,,,,BAN-4,,,,"If you enter special characters, the system will display an error",,,,,,0|i000sv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
CP100-Enter at-least one special character,BAN-58,10131,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:15 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,EditAccount,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-9,,,,"it will notice ""Enter at-least one special character""",,,,,,0|i000sn:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CP98-New Password must not be blank,BAN-57,10130,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:14 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,ChangePasswords,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-9,,,,"it will notice ""New Password must not be blank""",,,,,,0|i000sf:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC21 - Verify Pin – PIN Code must have 6 Digits,BAN-56,10129,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:14 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,NewCustomer,PIN Code must have 6 Digits,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “PIN Code must have 6 Digits”",,,,,,,,,BAN-6,,,,"If Customer Pin is invalid, System displays an error.",,,,,,0|i000s7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the first number to Pin

step 04: Wait for result",,Pass,,,,,,,,Done
CSF33 - Verify Account No - Account Number must not be blank,BAN-55,10128,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:13 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:11 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;3.png;https://tranthaivinh.atlassian.net/secure/attachment/10021/3.png,,,"Account Number must not be blank

",,,,,,,,,BAN-4,,,,"If the account number is not blank, the system will display an error",,,,,,0|i000rz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
NC20 - Verify Pin – Special characters are not allowed,BAN-54,10127,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:10 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,NewCustomer,Special characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-6,,,,"If Customer Pin is invalid, System displays an error.",,,,,,0|i000qz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character to Pin

step 04: Wait for result",,Pass,,,,,,,,Done
CP97-Old Password must not be blank,BAN-53,10126,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:04 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,EditAccount,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-5,,,,"it will notice ""Old Password must not be blank""",,,,,,0|i000rr:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
BE32- Verify  - Characters are not allowed,BAN-52,10125,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 1:59 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,BalanceEnquiry,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 1:58 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10020/2.png,,,"Special characters are not allowed
 
",,,,,,,,,BAN-1,,,,"If you enter a special character, the system will display an error",,,,,,0|i000rj:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
NC18 - Verify Pin - Characters are not allowed,BAN-51,10124,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:54 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,NewCustomer,Characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Characters are not allowed”",,,,,,,,,BAN-6,,,,"If account have a character, System displays an error",,,,,,0|i000rb:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Type characters to Customer Pin

step 04: Wait for result",,Pass,,,,,,,,Done
EA56-Special character are not allowed,BAN-50,10123,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 1:54 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,EditAccount,Special character are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 1:51 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-065138.png;https://tranthaivinh.atlassian.net/secure/attachment/10019/image-20221210-065138.png,,,"Lỗi do hệ thống phát sinh ra: ""Special characters are not allowed"".",,,,,,,,,BAN-9,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000r3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đặc biệt vào trường Account No*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
NC17.1 - Verify State – First character cannot have space,BAN-49,10122,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:53 PM,17/Dec/22 11:13 AM,03/Jan/23 5:04 PM,17/Dec/22 11:13 AM,,0,NewCustomer,First character cannot have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character cannot have space”",,,,,,,,,BAN-6,,,,"if Customer State number have space, it will display errors",,,,,,0|i000qv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Space the first Character in Customer State

step 04: Wait for result",,Pass,,,,,,,,Done
NC17 - Verify State – Special characters are not allowed,BAN-48,10121,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:49 PM,17/Dec/22 11:12 AM,03/Jan/23 5:04 PM,17/Dec/22 11:12 AM,,0,NewCustomer,Special characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-6,,,,"If Customer State is invalid, System displays an error.",,,,,,0|i000qn:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character to Customer State

step 04: Wait for result",,Pass,,,,,,,,Done
BE31- Verify  - Special character are not allowed,BAN-47,10120,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 1:49 PM,17/Dec/22 11:12 AM,03/Jan/23 5:04 PM,17/Dec/22 11:12 AM,,0,BalanceEnquiry,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 1:44 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10018/2.png,,,Special characters are not allowed,,,,,,,,,BAN-1,,,,"If special characters are used, the system displays an error",,,,,,0|i000qf:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
NC16 - Verify State - State must not be blank,BAN-46,10119,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:48 PM,17/Dec/22 11:12 AM,03/Jan/23 5:04 PM,17/Dec/22 11:12 AM,,0,NewCustomer,State must not be blank,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “State must not be blank""",,,,,,,,,BAN-6,,,,"If Customer State not exist in system, System displays an error.",,,,,,0|i000q7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Not Type in Customer State

step 04: Wait for result",,Pass,,,,,,,,Done
NC15 - Verify State – Numbers are not allowed,BAN-45,10118,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:46 PM,17/Dec/22 11:12 AM,03/Jan/23 5:04 PM,17/Dec/22 11:12 AM,,0,NewCustomer,Numbers are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Numbers are not allowed”",,,,,,,,,BAN-6,,,,"If source account number is invalid, system displays an error",,,,,,0|i000pz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the number to Customer State

step 04: Wait for result",,Pass,,,,,,,,Done
